2	 1:1	 2:21	 3:1.62	 4:64	 5:2	 6:1	 7:2	 8:3	 9:3	 10:1	 11:2	 12:1	 13:0	 14:1	 15:4	 16:4
1	 1:2	 2:35.719457	 3:1.685947	 4:83.3258	 5:2	 6:2	 7:2	 8:1.009426	 9:3	 10:1	 11:2.136398	 12:1	 13:1.060349	 14:0	 15:4	 16:1
1	 1:1	 2:19.005725	 3:1.599999	 4:73.513873	 5:2	 6:1	 7:2.942154	 8:2.667711	 9:3	 10:1	 11:2.184768	 12:1	 13:1.524405	 14:.805008	 15:3	 16:4
1	 1:1	 2:18.850466	 3:1.550053	 4:72.9518	 5:2	 6:1	 7:3	 8:3.000974	 9:3	 10:1	 11:2	 12:1	 13:2.274248	 14:1	 15:3	 16:4
1	 1:2	 2:31.540751	 3:1.828092	 4:91.495718	 5:2	 6:2	 7:2	 8:2.698883	 9:3	 10:1	 11:2.035104	 12:1	 13:.598438	 14:.017016	 15:3	 16:1
1	 1:2	 2:23.335391	 3:1.71338	 4:82.085549	 5:2	 6:2	 7:2.716909	 8:2.598079	 9:3	 10:1	 11:2.90545	 12:1	 13:1.600431	 14:.176892	 15:3	 16:4
1	 1:2	 2:19.749627	 3:1.680764	 4:79.621463	 5:2	 6:1	 7:1.83746	 8:3	 9:3	 10:1	 11:2	 12:1	 13:1.194519	 14:1.212762	 15:4	 16:4
1	 1:2	 2:19.565496	 3:1.705584	 4:78.025625	 5:2	 6:1	 7:1.936479	 8:2.837388	 9:3	 10:1	 11:2.159987	 12:1	 13:1.475772	 14:.646514	 15:3	 16:4
1	 1:2	 2:30.357745	 3:1.841852	 4:93.614246	 5:2	 6:2	 7:2.045027	 8:2.946063	 9:3	 10:1	 11:1.307563	 12:1	 13:1.442485	 14:.934493	 15:3	 16:4
1	 1:2	 2:27	 3:1.834986	 4:99.083478	 5:2	 6:2	 7:2.760607	 8:1	 9:3	 10:1	 11:1.336378	 12:1	 13:1.898889	 14:.487375	 15:3	 16:4
1	 1:2	 2:21.380336	 3:1.724839	 4:82.27635	 5:2	 6:2	 7:2.09449	 8:1.873484	 9:3	 10:1	 11:2	 12:1	 13:2.079709	 14:.880414	 15:3	 16:4
1	 1:2	 2:33.151905	 3:1.685127	 4:83.986895	 5:2	 6:2	 7:2	 8:2.473911	 9:3	 10:1	 11:2.452789	 12:1	 13:.932792	 14:0	 15:4	 16:1
1	 1:2	 2:18	 3:1.750097	 4:86.372141	 5:2	 6:2	 7:2.907062	 8:3	 9:3	 10:1	 11:2.740848	 12:1	 13:1.219827	 14:.037634	 15:3	 16:4
1	 1:2	 2:32.241587	 3:1.757961	 4:87.906019	 5:2	 6:2	 7:2	 8:1.79558	 9:3	 10:1	 11:1.855054	 12:1	 13:1.083572	 14:.218574	 15:3	 16:4
1	 1:2	 2:31.662814	 3:1.848965	 4:98.912261	 5:2	 6:2	 7:2.399531	 8:2.623079	 9:3	 10:1	 11:2.535127	 12:1	 13:1.030752	 14:.606264	 15:3	 16:1
1	 1:2	 2:24.347414	 3:1.789193	 4:89.393589	 5:2	 6:2	 7:1.521604	 8:2.174968	 9:3	 10:1	 11:2	 12:1	 13:0	 14:.632467	 15:3	 16:4
1	 1:2	 2:24.362124	 3:1.716677	 4:85.261339	 5:2	 6:2	 7:2	 8:2.676148	 9:3	 10:1	 11:2.083939	 12:1	 13:.632164	 14:.993786	 15:3	 16:4
1	 1:1	 2:19.462713	 3:1.550122	 4:69.936073	 5:2	 6:1	 7:2.501683	 8:3.394788	 9:3	 10:1	 11:1.337378	 12:1	 13:.932888	 14:1	 15:4	 16:4
1	 1:1	 2:35.432059	 3:1.663178	 4:80.135167	 5:2	 6:2	 7:2	 8:3	 9:3	 10:1	 11:1.992548	 12:1	 13:.039207	 14:1.528714	 15:4	 16:1
1	 1:1	 2:33.864257	 3:1.679299	 4:77.355417	 5:2	 6:2	 7:2.76802	 8:2.137068	 9:3	 10:1	 11:1.873591	 12:1	 13:.966973	 14:.691944	 15:4	 16:1
1	 1:2	 2:23.807181	 3:1.729177	 4:82.52724	 5:2	 6:2	 7:2.742796	 8:2.937607	 9:3	 10:1	 11:1.99467	 12:1	 13:1	 14:.023564	 15:3	 16:4
1	 1:2	 2:39.585811	 3:1.719153	 4:86.464843	 5:2	 6:2	 7:2.325623	 8:1.313403	 9:3	 10:1	 11:1.94609	 12:1	 13:.604259	 14:0	 15:4	 16:1
1	 1:1	 2:45.821267	 3:1.687326	 4:80.413997	 5:2	 6:2	 7:2.076689	 8:3	 9:3	 10:1	 11:1.026729	 12:1	 13:.647798	 14:0	 15:4	 16:1
1	 1:2	 2:25.929746	 3:1.772449	 4:105	 5:2	 6:2	 7:3	 8:3	 9:3	 10:1	 11:2.045069	 12:1	 13:1.725931	 14:1.619596	 15:3	 16:4
1	 1:2	 2:26.042738	 3:1.837117	 4:105.712219	 5:2	 6:2	 7:3	 8:3	 9:3	 10:1	 11:2.509147	 12:1	 13:2	 14:1.564796	 15:3	 16:4
1	 1:2	 2:30.551762	 3:1.784377	 4:102.872505	 5:2	 6:2	 7:2.271306	 8:3	 9:3	 10:1	 11:1.771198	 12:1	 13:2	 14:.413752	 15:3	 16:1
1	 1:2	 2:39.759575	 3:1.792507	 4:101.780099	 5:2	 6:2	 7:2.33361	 8:2.113575	 9:3	 10:1	 11:2.504136	 12:1	 13:2.998981	 14:1	 15:3	 16:1
1	 1:1	 2:31.386405	 3:1.556579	 4:78.233341	 5:2	 6:2	 7:2.13683	 8:2.092179	 9:3	 10:1	 11:1.505381	 12:1	 13:0	 14:0	 15:3	 16:4
1	 1:1	 2:25.706285	 3:1.585547	 4:80.351263	 5:2	 6:2	 7:2	 8:1	 9:3	 10:1	 11:2	 12:1	 13:0	 14:0	 15:3	 16:4
1	 1:1	 2:43.604901	 3:1.569234	 4:81.827288	 5:2	 6:2	 7:2.909853	 8:1	 9:3	 10:1	 11:2	 12:1	 13:1.308852	 14:0	 15:4	 16:1
1	 1:1	 2:42.31607	 3:1.583943	 4:81.936398	 5:2	 6:2	 7:2.490507	 8:2.974204	 9:3	 10:1	 11:1.846754	 12:1	 13:0	 14:0	 15:4	 16:1
1	 1:1	 2:22.654316	 3:1.621233	 4:82	 5:2	 6:2	 7:1.063449	 8:1	 9:3	 10:1	 11:2	 12:1	 13:0	 14:1.482016	 15:3	 16:4
1	 1:1	 2:22.679935	 3:1.6084	 4:82.603984	 5:2	 6:2	 7:2.699282	 8:1	 9:3	 10:1	 11:2.598632	 12:1	 13:.292093	 14:2	 15:3	 16:4
1	 1:2	 2:24.079524	 3:1.733439	 4:97.911865	 5:2	 6:2	 7:2	 8:3	 9:3	 10:1	 11:2.843675	 12:1	 13:1.309304	 14:1.338655	 15:4	 16:4
1	 1:2	 2:21.196152	 3:1.65	 4:88.472359	 5:2	 6:2	 7:2.4277	 8:1.001633	 9:3	 10:1	 11:3	 12:1	 13:1.172641	 14:1	 15:4	 16:4
1	 1:1	 2:22.596576	 3:1.650052	 4:87.272552	 5:2	 6:2	 7:2.87599	 8:1.2919	 9:3	 10:1	 11:2.777712	 12:1	 13:.432813	 14:1	 15:4	 16:4
1	 1:1	 2:23	 3:1.644161	 4:84.340406	 5:2	 6:2	 7:2.177243	 8:3	 9:3	 10:1	 11:2.715572	 12:1	 13:2.230109	 14:.070897	 15:4	 16:4
1	 1:1	 2:37.356288	 3:1.559499	 4:77.26813	 5:2	 6:2	 7:2	 8:3	 9:3	 10:1	 11:1.630528	 12:1	 13:0	 14:0	 15:3	 16:1
1	 1:2	 2:22.754646	 3:1.734237	 4:95	 5:2	 6:2	 7:2	 8:3	 9:3	 10:1	 11:2.287248	 12:1	 13:2.669179	 14:1.237867	 15:4	 16:4
1	 1:2	 2:23.252906	 3:1.775815	 4:97.813023	 5:2	 6:2	 7:2	 8:3	 9:3	 10:1	 11:3	 12:1	 13:3	 14:2	 15:4	 16:4
1	 1:1	 2:22.025438	 3:1.640426	 4:87.344156	 5:2	 6:2	 7:3	 8:1	 9:3	 10:1	 11:3	 12:1	 13:1.280924	 14:1.77795	 15:4	 16:4
1	 1:1	 2:18.086772	 3:1.65	 4:82.13682	 5:2	 6:2	 7:3	 8:3	 9:3	 10:1	 11:1	 12:1	 13:1.02975	 14:1.350099	 15:3	 16:4
1	 1:2	 2:25.994393	 3:1.753321	 4:107.998815	 5:2	 6:2	 7:3	 8:3	 9:3	 10:1	 11:1.776991	 12:1	 13:1.757724	 14:0	 15:3	 16:1
1	 1:1	 2:40.821515	 3:1.553026	 4:77.74518	 5:2	 6:2	 7:2	 8:3	 9:3	 10:1	 11:1.406115	 12:1	 13:0	 14:0	 15:3	 16:1
1	 1:2	 2:23	 3:1.706525	 4:90.500055	 5:2	 6:2	 7:2	 8:3	 9:3	 10:1	 11:1.530493	 12:1	 13:.967627	 14:1	 15:4	 16:4
1	 1:1	 2:37.955371	 3:1.560648	 4:80	 5:2	 6:2	 7:2.846452	 8:1.139317	 9:3	 10:1	 11:1.459511	 12:1	 13:1.71807	 14:0	 15:3	 16:1
1	 1:2	 2:31.315593	 3:1.673352	 4:90	 5:2	 6:2	 7:2.19011	 8:2.029858	 9:3	 10:1	 11:2.348981	 12:1	 13:1.946907	 14:0	 15:3	 16:1
1	 1:2	 2:22.661556	 3:1.660324	 4:94.189167	 5:2	 6:2	 7:2	 8:3	 9:3	 10:1	 11:2	 12:1	 13:0	 14:.105936	 15:4	 16:4
1	 1:2	 2:40.317787	 3:1.786318	 4:98.447311	 5:2	 6:2	 7:2	 8:3	 9:3	 10:1	 11:2.680292	 12:1	 13:1.549693	 14:.522259	 15:3	 16:1
1	 1:2	 2:23.365649	 3:1.757691	 4:95.361795	 5:2	 6:2	 7:2	 8:3	 9:3	 10:1	 11:3	 12:1	 13:3	 14:2	 15:4	 16:4
1	 1:2	 2:21.72127	 3:1.712163	 4:98.699971	 5:2	 6:2	 7:2	 8:2.977543	 9:3	 10:1	 11:2.205977	 12:1	 13:2.698874	 14:2	 15:4	 16:4
1	 1:2	 2:35.389491	 3:1.78	 4:100.84763	 5:2	 6:2	 7:2.069267	 8:1.476204	 9:3	 10:1	 11:3	 12:1	 13:2.05252	 14:.092736	 15:2	 16:1
1	 1:1	 2:22.061461	 3:1.6	 4:82.040318	 5:2	 6:2	 7:1.362441	 8:2.57038	 9:3	 10:1	 11:2.166228	 12:1	 13:2.232851	 14:1.281141	 15:4	 16:4
1	 1:1	 2:23	 3:1.61082	 4:82.532994	 5:2	 6:2	 7:2.09663	 8:2.879541	 9:3	 10:1	 11:2.432967	 12:1	 13:1.887012	 14:0	 15:4	 16:4
1	 1:1	 2:23	 3:1.665199	 4:83.15115	 5:2	 6:2	 7:2.928234	 8:1.458507	 9:3	 10:1	 11:2.777379	 12:1	 13:.354541	 14:1.707018	 15:4	 16:4
1	 1:1	 2:40.951591	 3:1.542122	 4:80	 5:2	 6:2	 7:2	 8:1.105617	 9:3	 10:1	 11:1.372811	 12:1	 13:1.629432	 14:0	 15:3	 16:1
1	 1:1	 2:39.135634	 3:1.507867	 4:79.58958	 5:2	 6:2	 7:2	 8:3	 9:3	 10:1	 11:1	 12:1	 13:0	 14:0	 15:3	 16:1
1	 1:2	 2:26.271621	 3:1.660955	 4:90	 5:2	 6:2	 7:2	 8:3	 9:3	 10:1	 11:3	 12:1	 13:.669278	 14:.505266	 15:3	 16:1
1	 1:1	 2:23.779235	 3:1.553127	 4:78	 5:2	 6:2	 7:2	 8:1	 9:3	 10:1	 11:2	 12:1	 13:.827502	 14:0	 15:4	 16:4
1	 1:2	 2:20.586978	 3:1.781952	 4:102.910613	 5:2	 6:2	 7:2	 8:3	 9:3	 10:1	 11:1.689793	 12:1	 13:1.464204	 14:0	 15:4	 16:4
1	 1:2	 2:21.669478	 3:1.75	 4:96.940255	 5:2	 6:2	 7:2	 8:3	 9:3	 10:1	 11:2.771469	 12:1	 13:2.359339	 14:1.206251	 15:4	 16:4
1	 1:1	 2:23	 3:1.615854	 4:80.615325	 5:2	 6:2	 7:2	 8:1	 9:3	 10:1	 11:2	 12:1	 13:.026142	 14:0	 15:4	 16:4
1	 1:2	 2:20.825962	 3:1.793378	 4:105.655037	 5:2	 6:2	 7:2	 8:3	 9:3	 10:1	 11:1.155384	 12:1	 13:.003938	 14:.526999	 15:3	 16:4
1	 1:2	 2:18.178023	 3:1.85478	 4:114.77484	 5:2	 6:2	 7:2	 8:1.854536	 9:3	 10:1	 11:2.160169	 12:1	 13:1	 14:2	 15:3	 16:4
1	 1:1	 2:18	 3:1.685633	 4:90.032671	 5:2	 6:2	 7:2.496455	 8:3	 9:3	 10:1	 11:1.850344	 12:1	 13:1.066101	 14:.732265	 15:3	 16:4
1	 1:1	 2:18.267696	 3:1.706343	 4:93.348843	 5:2	 6:2	 7:1.70825	 8:3	 9:3	 10:1	 11:1	 12:1	 13:.899864	 14:1	 15:3	 16:4
1	 1:2	 2:23	 3:1.791415	 4:105.138073	 5:2	 6:2	 7:2.262171	 8:3	 9:3	 10:1	 11:2.03415	 12:1	 13:.317363	 14:.508663	 15:3	 16:4
1	 1:2	 2:23	 3:1.753716	 4:106.49141	 5:2	 6:2	 7:2.740633	 8:3	 9:3	 10:1	 11:2.081005	 12:1	 13:.650235	 14:.76906	 15:3	 16:4
1	 1:2	 2:20.9859	 3:1.780503	 4:103.189532	 5:2	 6:2	 7:2	 8:3	 9:3	 10:1	 11:1.608128	 12:1	 13:.478134	 14:0	 15:4	 16:4
1	 1:2	 2:21.504943	 3:1.819867	 4:106.038468	 5:2	 6:2	 7:2	 8:3	 9:3	 10:1	 11:2.715252	 12:1	 13:0	 14:.621605	 15:4	 16:4
1	 1:2	 2:18	 3:1.791174	 4:108.9606	 5:2	 6:2	 7:2	 8:1.08687	 9:3	 10:1	 11:2.279124	 12:1	 13:1	 14:1.609773	 15:4	 16:4
1	 1:2	 2:18	 3:1.82093	 4:108.742005	 5:2	 6:2	 7:2	 8:1.25535	 9:3	 10:1	 11:2.497065	 12:1	 13:1	 14:1.441605	 15:4	 16:4
1	 1:1	 2:19.442663	 3:1.627812	 4:82	 5:2	 6:2	 7:1.081585	 8:2.870661	 9:3	 10:1	 11:1.11756	 12:1	 13:0	 14:1.616826	 15:3	 16:4
1	 1:1	 2:22.865018	 3:1.632118	 4:82	 5:2	 6:2	 7:2.587789	 8:1.482103	 9:3	 10:1	 11:1.911664	 12:1	 13:0	 14:.128681	 15:3	 16:4
1	 1:2	 2:21.948577	 3:1.773594	 4:105.000789	 5:2	 6:2	 7:2.252653	 8:3	 9:3	 10:1	 11:2.962371	 12:1	 13:1	 14:0	 15:3	 16:4
1	 1:2	 2:21.214617	 3:1.930416	 4:118.560509	 5:2	 6:2	 7:2	 8:3	 9:3	 10:1	 11:3	 12:1	 13:.732186	 14:1	 15:3	 16:4
1	 1:2	 2:22.277859	 3:1.947406	 4:116.893105	 5:2	 6:2	 7:2	 8:3	 9:3	 10:1	 11:3	 12:1	 13:.975187	 14:1	 15:3	 16:4
1	 1:1	 2:37.832949	 3:1.610867	 4:80	 5:2	 6:2	 7:2.036613	 8:1.81698	 9:3	 10:1	 11:1.93059	 12:1	 13:1.851404	 14:0	 15:3	 16:1
1	 1:1	 2:37.631769	 3:1.513202	 4:75.410647	 5:2	 6:2	 7:2	 8:2.582591	 9:3	 10:1	 11:1.535134	 12:1	 13:1.88452	 14:0	 15:3	 16:1
1	 1:2	 2:17.6739	 3:1.738465	 4:97.185474	 5:2	 6:2	 7:2	 8:3	 9:3	 10:1	 11:2	 12:1	 13:0	 14:.233314	 15:4	 16:4
1	 1:1	 2:37.524551	 3:1.567915	 4:76.129784	 5:2	 6:2	 7:2	 8:3	 9:3	 10:1	 11:2.102976	 12:1	 13:0	 14:0	 15:3	 16:1
1	 1:1	 2:43.510672	 3:1.587546	 4:76.126112	 5:2	 6:2	 7:2	 8:3	 9:3	 10:1	 11:2.091934	 12:1	 13:0	 14:0	 15:3	 16:1
1	 1:2	 2:18	 3:1.820385	 4:108.395005	 5:2	 6:2	 7:2	 8:2.164839	 9:3	 10:1	 11:2.094479	 12:1	 13:1	 14:.676557	 15:3	 16:4
1	 1:2	 2:18	 3:1.792239	 4:108.244379	 5:2	 6:2	 7:2	 8:2.141839	 9:3	 10:1	 11:2.939847	 12:1	 13:1	 14:.103056	 15:3	 16:4
1	 1:2	 2:29.506287	 3:1.82697	 4:108.751502	 5:2	 6:2	 7:2	 8:2.877583	 9:3	 10:1	 11:2.358038	 12:1	 13:.877295	 14:1.817146	 15:3	 16:1
1	 1:1	 2:18	 3:1.670058	 4:86.242679	 5:2	 6:2	 7:2.609123	 8:3	 9:3	 10:1	 11:1.955053	 12:1	 13:1.186013	 14:0	 15:4	 16:4
1	 1:2	 2:24.733308	 3:1.639383	 4:91.267087	 5:2	 6:2	 7:1.036159	 8:3	 9:3	 10:1	 11:1	 12:1	 13:.344013	 14:.329367	 15:3	 16:1
1	 1:2	 2:29	 3:1.682916	 4:89.991671	 5:2	 6:2	 7:1.851262	 8:3	 9:3	 10:1	 11:2.11267	 12:1	 13:.388269	 14:0	 15:3	 16:1
1	 1:1	 2:18	 3:1.609321	 4:84.493156	 5:2	 6:2	 7:2	 8:3	 9:3	 10:1	 11:1.051735	 12:1	 13:1	 14:0	 15:4	 16:4
1	 1:2	 2:21.098035	 3:1.690437	 4:96.366777	 5:2	 6:2	 7:2	 8:2.95833	 9:3	 10:1	 11:2	 12:1	 13:0	 14:1.595306	 15:4	 16:4
1	 1:2	 2:19.089595	 3:1.700164	 4:99.204695	 5:2	 6:2	 7:2	 8:2.119826	 9:3	 10:1	 11:2	 12:1	 13:0	 14:1.882539	 15:4	 16:4
1	 1:1	 2:18.312665	 3:1.60074	 4:82.249831	 5:2	 6:2	 7:2.501236	 8:3	 9:3	 10:1	 11:1.220331	 12:1	 13:.245003	 14:.537202	 15:4	 16:4
1	 1:2	 2:18.260079	 3:1.801848	 4:104.741914	 5:2	 6:2	 7:2	 8:3	 9:3	 10:1	 11:3	 12:1	 13:1.783858	 14:0	 15:4	 16:4
1	 1:2	 2:26.004294	 3:1.844751	 4:105.025808	 5:2	 6:2	 7:3	 8:3	 9:3	 10:1	 11:2.925029	 12:1	 13:2	 14:1.758865	 15:3	 16:4
1	 1:2	 2:25.994746	 3:1.811602	 4:106.042142	 5:2	 6:2	 7:3	 8:3	 9:3	 10:1	 11:2.858171	 12:1	 13:1.813318	 14:.680215	 15:3	 16:4
1	 1:2	 2:36.726617	 3:1.787521	 4:100.624553	 5:2	 6:2	 7:2.031185	 8:2.992606	 9:3	 10:1	 11:2.852254	 12:1	 13:2.00123	 14:.36037	 15:2	 16:1
1	 1:2	 2:38.297259	 3:1.789109	 4:100.066268	 5:2	 6:2	 7:2.014194	 8:2.050121	 9:3	 10:1	 11:2.184707	 12:1	 13:2.000561	 14:.853891	 15:2	 16:1
1	 1:1	 2:30.163408	 3:1.533364	 4:78.030383	 5:2	 6:2	 7:2.028225	 8:1.923607	 9:3	 10:1	 11:1.798917	 12:1	 13:0	 14:0	 15:4	 16:4
1	 1:1	 2:28.770039	 3:1.580858	 4:79.713492	 5:2	 6:2	 7:2	 8:1	 9:3	 10:1	 11:2	 12:1	 13:.005405	 14:0	 15:4	 16:4
1	 1:1	 2:42.337283	 3:1.64639	 4:86.639861	 5:2	 6:2	 7:2.81646	 8:2.27374	 9:3	 10:1	 11:1.722063	 12:1	 13:0	 14:0	 15:4	 16:1
1	 1:1	 2:47.283374	 3:1.643786	 4:81.978743	 5:2	 6:2	 7:2.037585	 8:1.418985	 9:3	 10:1	 11:1.827351	 12:1	 13:0	 14:0	 15:4	 16:1
1	 1:1	 2:22.518787	 3:1.634342	 4:82.414477	 5:2	 6:2	 7:1.853314	 8:1.320768	 9:3	 10:1	 11:2.135552	 12:1	 13:.248034	 14:1.727828	 15:3	 16:4
1	 1:1	 2:22.836315	 3:1.604893	 4:82	 5:2	 6:2	 7:1.00876	 8:1	 9:3	 10:1	 11:2	 12:1	 13:0	 14:.585912	 15:3	 16:4
1	 1:2	 2:23	 3:1.654961	 4:94.790579	 5:2	 6:2	 7:2	 8:3	 9:3	 10:1	 11:1.490613	 12:1	 13:.654316	 14:1	 15:4	 16:4
1	 1:2	 2:22.975526	 3:1.701986	 4:95	 5:2	 6:2	 7:2	 8:3	 9:3	 10:1	 11:2.02127	 12:1	 13:1.814869	 14:1.066603	 15:4	 16:4
1	 1:2	 2:22.720449	 3:1.65	 4:89.139209	 5:2	 6:2	 7:2.103335	 8:2.964024	 9:3	 10:1	 11:3	 12:1	 13:.632947	 14:1	 15:4	 16:4
1	 1:2	 2:23.887569	 3:1.657995	 4:90	 5:2	 6:2	 7:2	 8:3	 9:3	 10:1	 11:3	 12:1	 13:.603638	 14:.969085	 15:4	 16:4
1	 1:1	 2:23	 3:1.634688	 4:82.628	 5:2	 6:2	 7:2.060922	 8:2.933409	 9:3	 10:1	 11:2.235282	 12:1	 13:.380633	 14:.0026	 15:4	 16:4
1	 1:1	 2:23	 3:1.628168	 4:84.49798	 5:2	 6:2	 7:2.058687	 8:2.962004	 9:3	 10:1	 11:2.010596	 12:1	 13:.851059	 14:.630866	 15:4	 16:4
1	 1:1	 2:38.148845	 3:1.557808	 4:79.661693	 5:2	 6:2	 7:2	 8:3	 9:3	 10:1	 11:1.274774	 12:1	 13:0	 14:0	 15:3	 16:1
1	 1:1	 2:37.96543	 3:1.560199	 4:80	 5:2	 6:2	 7:2.533605	 8:1.271624	 9:3	 10:1	 11:1.893691	 12:1	 13:1.296535	 14:0	 15:3	 16:1
1	 1:2	 2:22.771612	 3:1.750384	 4:95.324282	 5:2	 6:2	 7:2	 8:3	 9:3	 10:1	 11:3	 12:1	 13:3	 14:2	 15:4	 16:4
1	 1:2	 2:22.582371	 3:1.753081	 4:95.269089	 5:2	 6:2	 7:2	 8:3	 9:3	 10:1	 11:3	 12:1	 13:3	 14:2	 15:4	 16:4
1	 1:1	 2:21.008051	 3:1.65	 4:88.126544	 5:2	 6:2	 7:2.457547	 8:1.00061	 9:3	 10:1	 11:3	 12:1	 13:1.361533	 14:1	 15:4	 16:4
1	 1:1	 2:22.591026	 3:1.650012	 4:87.676154	 5:2	 6:2	 7:2.983851	 8:1.068443	 9:3	 10:1	 11:2.854161	 12:1	 13:1.103209	 14:1	 15:4	 16:4
1	 1:1	 2:16.129279	 3:1.65	 4:85.583485	 5:2	 6:2	 7:2.954996	 8:3	 9:3	 10:1	 11:1	 12:1	 13:2.091862	 14:1.06053	 15:4	 16:4
1	 1:1	 2:16.913841	 3:1.634832	 4:85.803809	 5:2	 6:2	 7:2.061969	 8:3	 9:3	 10:1	 11:1.229171	 12:1	 13:2.392047	 14:1.256119	 15:4	 16:4
1	 1:2	 2:29.43879	 3:1.770126	 4:108.602715	 5:2	 6:2	 7:3	 8:3	 9:3	 10:1	 11:1.163264	 12:1	 13:1.866023	 14:1.604608	 15:3	 16:1
1	 1:2	 2:29.881301	 3:1.758189	 4:108.721893	 5:2	 6:2	 7:3	 8:3	 9:3	 10:1	 11:1.271178	 12:1	 13:1.944728	 14:0	 15:3	 16:1
1	 1:1	 2:43.591999	 3:1.595165	 4:77.354744	 5:2	 6:2	 7:2	 8:3	 9:3	 10:1	 11:2.117346	 12:1	 13:0	 14:0	 15:4	 16:1
1	 1:1	 2:40.993179	 3:1.567756	 4:79.493626	 5:2	 6:2	 7:2	 8:3	 9:3	 10:1	 11:2.952506	 12:1	 13:0	 14:0	 15:4	 16:1
1	 1:2	 2:22.936098	 3:1.702825	 4:93.638318	 5:2	 6:2	 7:2	 8:3	 9:3	 10:1	 11:1.746197	 12:1	 13:.455216	 14:.335158	 15:4	 16:4
1	 1:2	 2:23	 3:1.735659	 4:93.429205	 5:2	 6:2	 7:2	 8:3	 9:3	 10:1	 11:1.249307	 12:1	 13:.973465	 14:1	 15:4	 16:4
1	 1:1	 2:37.597953	 3:1.62901	 4:80	 5:2	 6:2	 7:2.450784	 8:2.952821	 9:3	 10:1	 11:1.335192	 12:1	 13:.180276	 14:0	 15:3	 16:1
1	 1:1	 2:37.532066	 3:1.615385	 4:80	 5:2	 6:2	 7:2.972426	 8:3	 9:3	 10:1	 11:1.636326	 12:1	 13:0	 14:0	 15:3	 16:1
1	 1:2	 2:31.630054	 3:1.671705	 4:90	 5:2	 6:2	 7:2.467002	 8:1.851088	 9:3	 10:1	 11:2.104054	 12:1	 13:1.991565	 14:0	 15:3	 16:1
1	 1:2	 2:31.641081	 3:1.676595	 4:89.993812	 5:2	 6:2	 7:2.934671	 8:2.119682	 9:3	 10:1	 11:2.041462	 12:1	 13:.578074	 14:0	 15:3	 16:1
1	 1:2	 2:21.872484	 3:1.699998	 4:95.564428	 5:2	 6:2	 7:2	 8:2.970675	 9:3	 10:1	 11:2	 12:1	 13:0	 14:.169294	 15:4	 16:4
1	 1:2	 2:21.834894	 3:1.722785	 4:94.094184	 5:2	 6:2	 7:2	 8:2.966803	 9:3	 10:1	 11:2	 12:1	 13:0	 14:1.281541	 15:4	 16:4
1	 1:2	 2:36.023972	 3:1.670667	 4:90.575934	 5:2	 6:2	 7:2.903545	 8:1.508685	 9:3	 10:1	 11:2.450069	 12:1	 13:1.45473	 14:0	 15:3	 16:1
1	 1:2	 2:39.656559	 3:1.789992	 4:98.021766	 5:2	 6:2	 7:2.043359	 8:2.209314	 9:3	 10:1	 11:2.785804	 12:1	 13:1.259613	 14:.669616	 15:3	 16:1
1	 1:2	 2:24.184891	 3:1.768834	 4:97.449743	 5:2	 6:2	 7:2	 8:3	 9:3	 10:1	 11:2.973729	 12:1	 13:2.491642	 14:1.36595	 15:4	 16:4
1	 1:2	 2:23.237302	 3:1.761008	 4:97.829344	 5:2	 6:2	 7:2	 8:3	 9:3	 10:1	 11:2.988771	 12:1	 13:2.429923	 14:1.978043	 15:4	 16:4
1	 1:2	 2:35.322112	 3:1.78	 4:102.265955	 5:2	 6:2	 7:2.787589	 8:1.114564	 9:3	 10:1	 11:3	 12:1	 13:2.710338	 14:.572185	 15:3	 16:1
1	 1:2	 2:31.387982	 3:1.810215	 4:105.254354	 5:2	 6:2	 7:2.39728	 8:2.036794	 9:3	 10:1	 11:2.659419	 12:1	 13:1.062011	 14:1.771135	 15:3	 16:1
1	 1:1	 2:23	 3:1.608469	 4:82.954796	 5:2	 6:2	 7:2.150054	 8:2.988539	 9:3	 10:1	 11:2.768325	 12:1	 13:2.08515	 14:0	 15:4	 16:4
1	 1:1	 2:23	 3:1.630357	 4:83.1011	 5:2	 6:2	 7:2.977585	 8:1.630506	 9:3	 10:1	 11:2.839319	 12:1	 13:1.091474	 14:.889517	 15:4	 16:4
1	 1:1	 2:22.679454	 3:1.62826	 4:82.967937	 5:2	 6:2	 7:2.274491	 8:1	 9:3	 10:1	 11:2.2695	 12:1	 13:.946461	 14:1.73107	 15:3	 16:4
1	 1:1	 2:22.480889	 3:1.605662	 4:82.470375	 5:2	 6:2	 7:1.557287	 8:1	 9:3	 10:1	 11:2.371015	 12:1	 13:.288032	 14:2	 15:3	 16:4
1	 1:1	 2:41.403862	 3:1.567973	 4:81.056851	 5:2	 6:2	 7:2.152264	 8:2.977999	 9:3	 10:1	 11:1.513199	 12:1	 13:0	 14:0	 15:3	 16:1
1	 1:1	 2:40.702771	 3:1.548403	 4:80	 5:2	 6:2	 7:2	 8:3	 9:3	 10:1	 11:1.326165	 12:1	 13:0	 14:0	 15:3	 16:1
1	 1:2	 2:29.389239	 3:1.681855	 4:90	 5:2	 6:2	 7:2.08841	 8:2.644692	 9:3	 10:1	 11:2.773236	 12:1	 13:1.252472	 14:0	 15:3	 16:1
