1	 1:.2	 2:.4	 3:0	 4:.0000277778	 5:0	 6:.993592814	 7:.0000277778	 8:.666666667	 9:5
1	 1:.043478261	 2:.076923077	 3:0	 4:.816843585	 5:0	 6:0	 7:.816843585	 8:0	 9:7
1	 1:.037037037	 2:.153846154	 3:0	 4:.812437169	 5:0	 6:0	 7:.81213955	 8:1	 9:7
1	 1:.037037037	 2:.076923077	 3:0	 4:.823733466	 5:0	 6:0	 7:.823733466	 8:0	 9:7
1	 1:0	 2:.058823529	 3:0	 4:.000119599	 5:0	 6:0	 7:.000119599	 8:0	 9:3
1	 1:.2	 2:.058823529	 3:0	 4:.025601852	 5:0	 6:0	 7:.025601852	 8:0	 9:3
1	 1:.025641026	 2:.111111111	 3:0	 4:.0000115741	 5:0	 6:0	 7:.0000115741	 8:.75	 9:3
1	 1:.4	 2:.222222222	 3:0	 4:.070027006	 5:0	 6:0	 7:.070015432	 8:1	 9:3
1	 1:.04	 2:.041666667	 3:0	 4:.000127315	 5:.25	 6:.993528095	 7:.000127315	 8:0	 9:3
1	 1:.057142857	 2:.133333333	 3:0	 4:.329417438	 5:0	 6:.993592814	 7:.329417438	 8:1	 9:3
1	 1:.03	 2:.037974684	 3:0	 4:.38237037	 5:.772151899	 6:.993528095	 7:.382115741	 8:0	 9:5
1	 1:.171428571	 2:.075949367	 3:0	 4:.875768519	 5:.772151899	 6:.993528095	 7:.329789352	 8:0	 9:5
1	 1:.03030303	 2:.0625	 3:0	 4:.0000016534	 5:0	 6:0	 7:.0000016534	 8:0	 9:7
1	 1:.076923077	 2:.0625	 3:0	 4:.0000099206	 5:0	 6:0	 7:.0000099206	 8:0	 9:7
1	 1:.75	 2:.1875	 3:0	 4:.003720238	 5:0	 6:0	 7:.000124008	 8:1	 9:7
1	 1:.058823529	 2:.0625	 3:0	 4:.0000099206	 5:0	 6:0	 7:.0000099206	 8:0	 9:7
2	 1:.24137931	 2:.17721519	 3:1	 4:.987034722	 5:.772151899	 6:.993528095	 7:.941525463	 8:.75	 9:5
1	 1:.085714286	 2:.037974684	 3:0	 4:.949787037	 5:.772151899	 6:.993528095	 7:.949768519	 8:0	 9:5
1	 1:.019230769	 2:.083333333	 3:0	 4:.178351852	 5:0	 6:0	 7:.178351852	 8:0	 9:5
1	 1:.25	 2:.083333333	 3:0	 4:.41412037	 5:0	 6:0	 7:.41412037	 8:0	 9:5
1	 1:.017391304	 2:.125	 3:0	 4:.005107474	 5:0	 6:0	 7:.00510086	 8:.87755102	 9:7
1	 1:.016393443	 2:.125	 3:0	 4:.087387566	 5:0	 6:0	 7:.012635582	 8:.9	 9:7
2	 1:.074074074	 2:.25	 3:.5	 4:.667867064	 5:0	 6:0	 7:.667833995	 8:.806451613	 9:7
1	 1:.142857143	 2:.0625	 3:0	 4:.676865079	 5:0	 6:0	 7:.676865079	 8:0	 9:7
1	 1:.08	 2:.153846154	 3:0	 4:.000227624	 5:0	 6:0	 7:0	 8:.909090909	 9:3
1	 1:.03125	 2:.076923077	 3:0	 4:.004143519	 5:0	 6:0	 7:.004143519	 8:0	 9:3
1	 1:.055555556	 2:.012658228	 3:0	 4:.974541667	 5:.772151899	 6:.993528095	 7:.974541667	 8:0	 9:5
1	 1:.263157895	 2:.277777778	 3:0	 4:.604256944	 5:0	 6:0	 7:.531564815	 8:1	 9:5
2	 1:.285714286	 2:.588235294	 3:1	 4:.377766204	 5:0	 6:0	 7:.0000231481	 8:.888888889	 9:5
1	 1:.043478261	 2:.058823529	 3:0	 4:.447381944	 5:0	 6:0	 7:.447381944	 8:0	 9:5
1	 1:.051020408	 2:.087719298	 3:1	 4:.935927579	 5:.684210526	 6:.993528095	 7:.934917328	 8:0	 9:7
1	 1:.090909091	 2:.01754386	 3:0	 4:.943348214	 5:.684210526	 6:.993528095	 7:.943348214	 8:0	 9:7
1	 1:.2	 2:.01754386	 3:0	 4:.949580027	 5:.684210526	 6:.993528095	 7:.949580027	 8:0	 9:7
1	 1:.042253521	 2:.052631579	 3:0	 4:.97026455	 5:.684210526	 6:.993528095	 7:.970252976	 8:0	 9:7
1	 1:.166666667	 2:.052631579	 3:0	 4:.975927579	 5:.684210526	 6:.993528095	 7:.975787037	 8:0	 9:7
1	 1:.114285714	 2:.235294118	 3:0	 4:.325706019	 5:0	 6:0	 7:.325706019	 8:.916666667	 9:3
1	 1:.01	 2:.058823529	 3:0	 4:.370721451	 5:0	 6:0	 7:.370721451	 8:0	 9:3
1	 1:.038461538	 2:.04	 3:0	 4:.195092593	 5:.28	 6:.993592814	 7:.195092593	 8:0	 9:1
1	 1:.028571429	 2:.04	 3:0	 4:.202789352	 5:.28	 6:.993592814	 7:.202789352	 8:0	 9:1
1	 1:.125	 2:.24	 3:0	 4:.459467593	 5:.28	 6:.993592814	 7:.034861111	 8:.789473684	 9:1
1	 1:.020408163	 2:.04	 3:0	 4:.863078704	 5:.28	 6:.993592814	 7:.863078704	 8:0	 9:1
1	 1:.25	 2:.04	 3:0	 4:.990648148	 5:.28	 6:.993592814	 7:.990648148	 8:0	 9:1
2	 1:.3	 2:.2	 3:1	 4:.97148534	 5:.6	 6:.993592814	 7:.971408179	 8:1	 9:3
1	 1:.071428571	 2:.1	 3:0	 4:.179361111	 5:0	 6:0	 7:.179361111	 8:.857142857	 9:5
1	 1:.222222222	 2:.4	 3:0	 4:.00456713	 5:0	 6:0	 7:.004497685	 8:.642857143	 9:5
1	 1:.03030303	 2:.035714286	 3:0	 4:.849641204	 5:.357142857	 6:.993592814	 7:.849641204	 8:0	 9:1
1	 1:.108108108	 2:.142857143	 3:0	 4:.865092593	 5:.357142857	 6:.993592814	 7:.825185185	 8:.777777778	 9:1
1	 1:.008695652	 2:.166666667	 3:0	 4:.024219577	 5:0	 6:0	 7:.024219577	 8:.926829268	 9:7
1	 1:.173913043	 2:.666666667	 3:0	 4:.003680556	 5:0	 6:0	 7:.003654101	 8:.777777778	 9:7
1	 1:.010869565	 2:.033333333	 3:0	 4:.0000462963	 5:.4	 6:.993592814	 7:.0000462963	 8:0	 9:1
1	 1:.051724138	 2:.1	 3:0	 4:.000532407	 5:.4	 6:.993592814	 7:.000266204	 8:.611111111	 9:1
1	 1:.105263158	 2:.2	 3:0	 4:.127831019	 5:0	 6:0	 7:.127821759	 8:1	 9:5
1	 1:.5	 2:.074074074	 3:0	 4:.700869709	 5:.333333333	 6:.998899776	 7:.700851521	 8:0	 9:7
2	 1:.136363636	 2:.111111111	 3:.5	 4:.759429564	 5:.333333333	 6:.998899776	 7:.759378307	 8:.75	 9:7
2	 1:.285714286	 2:.222222222	 3:1	 4:.785909392	 5:.333333333	 6:.998899776	 7:.78573578	 8:.888888889	 9:7
2	 1:.27027027	 2:.222222222	 3:1	 4:.596929012	 5:.6	 6:.993592814	 7:.33005787	 8:.636363636	 9:3
1	 1:.019230769	 2:.111111111	 3:0	 4:.095124008	 5:0	 6:0	 7:.095124008	 8:.76	 9:7
1	 1:.068965517	 2:.142857143	 3:0	 4:.344819775	 5:0	 6:0	 7:.344803241	 8:1	 9:7
1	 1:.025641026	 2:.035714286	 3:0	 4:.844953704	 5:.357142857	 6:.993592814	 7:.844953704	 8:0	 9:1
1	 1:1	 2:.107142857	 3:0	 4:.8721875	 5:.357142857	 6:.993592814	 7:.8721875	 8:1	 9:1
1	 1:.045454545	 2:.083333333	 3:0	 4:.217430556	 5:0	 6:.993592814	 7:.217430556	 8:0	 9:1
1	 1:.066666667	 2:.083333333	 3:0	 4:.245196759	 5:0	 6:.993592814	 7:.245196759	 8:0	 9:1
1	 1:.076923077	 2:.083333333	 3:0	 4:.441493056	 5:0	 6:.993592814	 7:.441493056	 8:0	 9:1
1	 1:.090909091	 2:.083333333	 3:0	 4:.501493056	 5:0	 6:.993592814	 7:.501493056	 8:0	 9:1
1	 1:.086956522	 2:.166666667	 3:0	 4:.539722222	 5:0	 6:.993592814	 7:.539722222	 8:1	 9:1
1	 1:.024590164	 2:.272727273	 3:0	 4:.026458333	 5:0	 6:0	 7:.000138889	 8:.976744186	 9:1
1	 1:.075	 2:.272727273	 3:0	 4:.677083333	 5:0	 6:0	 7:.057592593	 8:.866666667	 9:1
1	 1:.3125	 2:.079365079	 3:0	 4:.989672619	 5:.714285714	 6:.993592814	 7:.989644511	 8:0	 9:7
1	 1:.030769231	 2:.117647059	 3:0	 4:.610806327	 5:0	 6:0	 7:.610783179	 8:.923076923	 9:3
1	 1:.014084507	 2:.058823529	 3:0	 4:.724340278	 5:0	 6:0	 7:.724340278	 8:0	 9:3
1	 1:.5	 2:.058823529	 3:0	 4:.783248457	 5:0	 6:0	 7:.783248457	 8:0	 9:3
1	 1:.5	 2:.058823529	 3:0	 4:.859324846	 5:0	 6:0	 7:.859324846	 8:0	 9:3
1	 1:.25	 2:.176470588	 3:0	 4:.905027006	 5:0	 6:0	 7:.905027006	 8:1	 9:3
2	 1:.875	 2:.162790698	 3:1	 4:.169601852	 5:.581395349	 6:.993592814	 7:.169601852	 8:1	 9:5
1	 1:0	 2:.037037037	 3:0	 4:.004344907	 5:.333333333	 6:.54696667	 7:.004344907	 8:0	 9:5
1	 1:.117647059	 2:.074074074	 3:0	 4:.019358796	 5:.333333333	 6:.54696667	 7:.019349537	 8:0	 9:5
1	 1:.019230769	 2:.023255814	 3:0	 4:.183856482	 5:.581395349	 6:.993592814	 7:.183856482	 8:0	 9:5
1	 1:.008196721	 2:.023255814	 3:0	 4:.378509259	 5:.581395349	 6:.993592814	 7:.378509259	 8:0	 9:5
2	 1:.318181818	 2:.518518519	 3:1	 4:.996314815	 5:.333333333	 6:.54696667	 7:.996305556	 8:.9375	 9:5
1	 1:.051282051	 2:.046511628	 3:0	 4:.910546296	 5:.581395349	 6:.993592814	 7:.910546296	 8:0	 9:5
1	 1:.010416667	 2:.023255814	 3:0	 4:.993622685	 5:.581395349	 6:.993592814	 7:.993622685	 8:0	 9:5
1	 1:.333333333	 2:.018867925	 3:0	 4:.746284722	 5:.660377358	 6:.993592814	 7:.746284722	 8:0	 9:7
1	 1:.034482759	 2:.018867925	 3:0	 4:.896340939	 5:.660377358	 6:.993592814	 7:.896340939	 8:0	 9:7
1	 1:.007246377	 2:.022222222	 3:0	 4:.0000138889	 5:.6	 6:.993592814	 7:.0000138889	 8:0	 9:5
1	 1:.048780488	 2:.044444444	 3:0	 4:.571194444	 5:.6	 6:.993592814	 7:.0000185185	 8:0	 9:5
1	 1:.006042296	 2:.044444444	 3:0	 4:.014965278	 5:.6	 6:.993592814	 7:.0000138889	 8:0	 9:5
2	 1:.538461538	 2:.155555556	 3:1	 4:.56400463	 5:.6	 6:.993592814	 7:.563960648	 8:1	 9:5
1	 1:.035714286	 2:.015873016	 3:0	 4:.000504299	 5:.714285714	 6:.993592814	 7:.000504299	 8:0	 9:7
1	 1:.03030303	 2:.015873016	 3:0	 4:.00594246	 5:.714285714	 6:.993592814	 7:.00594246	 8:0	 9:7
1	 1:.142857143	 2:.022222222	 3:0	 4:.000136574	 5:.6	 6:.993592814	 7:.000136574	 8:0	 9:5
1	 1:.115384615	 2:.066666667	 3:.5	 4:.00062963	 5:.6	 6:.993592814	 7:.000608796	 8:0	 9:5
1	 1:.142857143	 2:.090909091	 3:0	 4:.0000082672	 5:0	 6:0	 7:.0000082672	 8:0	 9:7
2	 1:.6	 2:.2	 3:1	 4:.765113426	 5:.6	 6:.993592814	 7:.765106482	 8:1	 9:5
1	 1:.041237113	 2:.063492063	 3:0	 4:.43474537	 5:.714285714	 6:.993592814	 7:.434694114	 8:0	 9:7
1	 1:.5	 2:.031746032	 3:0	 4:.558133267	 5:.714285714	 6:.993592814	 7:.476028439	 8:0	 9:7
2	 1:.386363636	 2:.26984127	 3:.5	 4:.914522156	 5:.714285714	 6:.993592814	 7:.891238426	 8:.9	 9:7
1	 1:.015384615	 2:.090909091	 3:0	 4:.025582011	 5:0	 6:0	 7:.025582011	 8:0	 9:7
1	 1:.045454545	 2:.023255814	 3:0	 4:.0000162037	 5:.581395349	 6:.993592814	 7:.0000162037	 8:0	 9:5
1	 1:.010204082	 2:.023255814	 3:0	 4:.0000092593	 5:.581395349	 6:.993592814	 7:.0000092593	 8:0	 9:5
1	 1:.5	 2:.023255814	 3:0	 4:.000270833	 5:.581395349	 6:.993592814	 7:.000270833	 8:0	 9:5
1	 1:.010416667	 2:.018867925	 3:0	 4:.992652778	 5:.660377358	 6:.999935281	 7:.992652778	 8:0	 9:5
1	 1:.009803922	 2:.083333333	 3:0	 4:.983746142	 5:0	 6:.993592814	 7:.983746142	 8:0	 9:3
1	 1:.142857143	 2:.125	 3:0	 4:.993877315	 5:0	 6:.993592814	 7:.993877315	 8:.75	 9:5
1	 1:.2	 2:.096774194	 3:0	 4:.797577161	 5:.419354839	 6:.993528095	 7:.797496142	 8:0	 9:3
1	 1:.086956522	 2:.129032258	 3:0	 4:.824027778	 5:.419354839	 6:.993528095	 7:.824027778	 8:.941176471	 9:3
1	 1:.017391304	 2:.133333333	 3:0	 4:.608225309	 5:0	 6:0	 7:.608225309	 8:.926829268	 9:3
1	 1:.090909091	 2:.066666667	 3:0	 4:.944652778	 5:0	 6:0	 7:.944652778	 8:0	 9:3
1	 1:.2	 2:.142857143	 3:0	 4:.457152778	 5:0	 6:0	 7:.457152778	 8:1	 9:1
1	 1:.03125	 2:.032258065	 3:0	 4:.971466049	 5:.419354839	 6:.993528095	 7:.971466049	 8:0	 9:3
1	 1:.008196721	 2:.032258065	 3:0	 4:.981385031	 5:.419354839	 6:.993528095	 7:.981385031	 8:0	 9:3
1	 1:.024793388	 2:.096774194	 3:0	 4:.974436728	 5:.419354839	 6:.993528095	 7:.974436728	 8:0	 9:3
1	 1:.045454545	 2:.083333333	 3:0	 4:.0000231481	 5:0	 6:.993592814	 7:.0000231481	 8:0	 9:3
1	 1:.111111111	 2:.083333333	 3:0	 4:.884529321	 5:0	 6:.993592814	 7:.884529321	 8:0	 9:3
1	 1:.045454545	 2:.166666667	 3:0	 4:.986292438	 5:0	 6:.993592814	 7:.986226852	 8:.909090909	 9:3
1	 1:.111111111	 2:.166666667	 3:0	 4:.943680556	 5:0	 6:.993592814	 7:.943645833	 8:1	 9:3
1	 1:.166666667	 2:.111111111	 3:0	 4:.189456019	 5:0	 6:0	 7:.189456019	 8:.666666667	 9:1
2	 1:.053191489	 2:.161290323	 3:1	 4:.530513117	 5:.419354839	 6:.993528095	 7:.530447531	 8:.884615385	 9:3
1	 1:.375	 2:.136363636	 3:0	 4:.943572531	 5:.181818182	 6:.995146071	 7:.943510803	 8:1	 9:3
1	 1:.25	 2:.181818182	 3:.5	 4:.977430556	 5:.181818182	 6:.995146071	 7:.977399691	 8:1	 9:3
1	 1:.076923077	 2:.011764706	 3:0	 4:.612529762	 5:.788235294	 6:.993592814	 7:.612529762	 8:0	 9:7
1	 1:.066666667	 2:.011764706	 3:0	 4:.625019841	 5:.788235294	 6:.993592814	 7:.625019841	 8:0	 9:7
1	 1:.018518519	 2:.1	 3:0	 4:.65323082	 5:0	 6:0	 7:.65323082	 8:.806451613	 9:7
2	 1:.8	 2:.4	 3:1	 4:.002511574	 5:0	 6:0	 7:.002501653	 8:1	 9:7
1	 1:.1	 2:.2	 3:0	 4:.084988426	 5:0	 6:0	 7:.084983466	 8:1	 9:7
1	 1:.058823529	 2:.1	 3:0	 4:.655740741	 5:0	 6:0	 7:.655740741	 8:1	 9:7
1	 1:.03125	 2:.1	 3:0	 4:.831617064	 5:0	 6:0	 7:.831617064	 8:.833333333	 9:7
1	 1:.010416667	 2:.1	 3:0	 4:.959348545	 5:0	 6:0	 7:.959348545	 8:1	 9:7
1	 1:.113207547	 2:.545454545	 3:.5	 4:.195138889	 5:0	 6:.993592814	 7:.195061728	 8:.782608696	 9:3
1	 1:.008695652	 2:.090909091	 3:0	 4:.779969136	 5:0	 6:.993592814	 7:.779969136	 8:0	 9:3
1	 1:.028571429	 2:.125	 3:0	 4:.002202932	 5:0	 6:.993592814	 7:.002202932	 8:.761904762	 9:3
1	 1:.125	 2:.025641026	 3:0	 4:.816913194	 5:.538461538	 6:.999935281	 7:.816913194	 8:0	 9:10
1	 1:.04	 2:.025641026	 3:0	 4:.879078704	 5:.538461538	 6:.999935281	 7:.879078704	 8:0	 9:10
1	 1:.75	 2:.111111111	 3:0	 4:.964469907	 5:.333333333	 6:.993592814	 7:.964282407	 8:1	 9:5
1	 1:.125	 2:.052631579	 3:0	 4:.0000270062	 5:.052631579	 6:0	 7:.0000270062	 8:0	 9:3
1	 1:.125	 2:.076923077	 3:0	 4:.990947421	 5:0	 6:.993592814	 7:.990947421	 8:0	 9:7
1	 1:.05	 2:.076923077	 3:0	 4:.994300595	 5:0	 6:.993592814	 7:.994300595	 8:0	 9:7
1	 1:.03125	 2:.052631579	 3:0	 4:0	 5:.052631579	 6:0	 7:0	 8:0	 9:3
1	 1:.076923077	 2:.066666667	 3:0	 4:.524996693	 5:0	 6:.993592814	 7:.524996693	 8:0	 9:7
1	 1:.074074074	 2:.105263158	 3:0	 4:.000304784	 5:.052631579	 6:0	 7:.000227624	 8:.846153846	 9:3
1	 1:.4	 2:.074074074	 3:0	 4:.921534722	 5:.333333333	 6:.993592814	 7:.92150463	 8:0	 9:5
1	 1:0	 2:.037037037	 3:0	 4:.978849537	 5:.333333333	 6:.993592814	 7:.978849537	 8:0	 9:5
1	 1:.153846154	 2:.130434783	 3:0	 4:.60375	 5:.608695652	 6:.993592814	 7:.603564815	 8:1	 9:1
2	 1:.018126888	 2:.6	 3:1	 4:.423298611	 5:0	 6:0	 7:.018621032	 8:.848214286	 9:7
1	 1:.083333333	 2:.117647059	 3:0	 4:.510393519	 5:0	 6:.993592814	 7:.33150463	 8:1	 9:3
1	 1:.25	 2:.032258065	 3:0	 4:.002470238	 5:.419354839	 6:0	 7:.002470238	 8:0	 9:7
2	 1:.285714286	 2:.193548387	 3:.5	 4:.130332341	 5:.419354839	 6:0	 7:.00822586	 8:1	 9:7
1	 1:.1	 2:.032258065	 3:0	 4:.127784392	 5:.419354839	 6:0	 7:.127784392	 8:0	 9:7
1	 1:.014084507	 2:.032258065	 3:0	 4:.155137235	 5:.419354839	 6:0	 7:.155137236	 8:0	 9:7
1	 1:.017391304	 2:.222222222	 3:0	 4:.115775463	 5:0	 6:0	 7:.001122685	 8:.87755102	 9:3
1	 1:.083333333	 2:.111111111	 3:0	 4:.564645062	 5:0	 6:0	 7:.564645062	 8:.833333333	 9:3
1	 1:.277777778	 2:.555555556	 3:.5	 4:.134799383	 5:0	 6:0	 7:.0000154321	 8:.777777778	 9:3
1	 1:.012345679	 2:.111111111	 3:0	 4:.343040124	 5:0	 6:0	 7:.343040124	 8:.885714286	 9:3
1	 1:.0625	 2:.166666667	 3:0	 4:.053801257	 5:0	 6:0	 7:.025054564	 8:.923076923	 9:7
1	 1:.133333333	 2:.166666667	 3:0	 4:.307921627	 5:0	 6:0	 7:.30791336	 8:.909090909	 9:7
1	 1:.1	 2:.083333333	 3:0	 4:.460291005	 5:0	 6:0	 7:.460291005	 8:0	 9:7
1	 1:.066666667	 2:.083333333	 3:0	 4:.766798942	 5:0	 6:0	 7:.766798942	 8:0	 9:7
1	 1:.026666667	 2:.166666667	 3:0	 4:.867660384	 5:0	 6:0	 7:.86764881	 8:.933333333	 9:7
1	 1:.2	 2:.083333333	 3:0	 4:.976259259	 5:0	 6:0	 7:.976259259	 8:0	 9:5
1	 1:.030769231	 2:.333333333	 3:0	 4:.767905093	 5:0	 6:.999935281	 7:.76216821	 8:.923076923	 9:3
1	 1:.12	 2:.428571429	 3:0	 4:.076446759	 5:0	 6:0	 7:.000118056	 8:.9	 9:5
1	 1:.125	 2:.047619048	 3:0	 4:.419644511	 5:.142857143	 6:.999935281	 7:.419644511	 8:0	 9:7
1	 1:.022727273	 2:.047619048	 3:0	 4:.458386243	 5:.142857143	 6:.999935281	 7:.458386243	 8:0	 9:7
2	 1:.063829787	 2:.230769231	 3:.5	 4:.561873347	 5:.307692308	 6:0	 7:.000132275	 8:.806451613	 9:7
1	 1:.060606061	 2:.076923077	 3:0	 4:.003530093	 5:.307692308	 6:0	 7:.003510251	 8:0	 9:7
2	 1:.075630252	 2:.473684211	 3:1	 4:.000348876	 5:.052631579	 6:0	 7:.00015377	 8:.757575758	 9:7
1	 1:.041666667	 2:.025641026	 3:0	 4:.138244048	 5:.538461538	 6:.993528095	 7:.138244048	 8:0	 9:7
1	 1:.086956522	 2:.051282051	 3:0	 4:.079191468	 5:.538461538	 6:.993528095	 7:.079191468	 8:0	 9:7
1	 1:1	 2:.051282051	 3:0	 4:.212716601	 5:.538461538	 6:.993528095	 7:.212686839	 8:0	 9:7
1	 1:.1	 2:.025641026	 3:0	 4:.166021825	 5:.538461538	 6:.993528095	 7:.166021825	 8:0	 9:7
1	 1:.028571429	 2:.025641026	 3:0	 4:.247926587	 5:.538461538	 6:.993528095	 7:.247926587	 8:0	 9:7
1	 1:.018518519	 2:.025641026	 3:0	 4:.261967593	 5:.538461538	 6:.993528095	 7:.261967593	 8:0	 9:7
1	 1:.2	 2:.025641026	 3:0	 4:.430709325	 5:.538461538	 6:.993528095	 7:.430709325	 8:0	 9:7
1	 1:.071428571	 2:.025641026	 3:0	 4:.693376323	 5:.538461538	 6:.993528095	 7:.693376323	 8:0	 9:7
2	 1:.666666667	 2:.171428571	 3:1	 4:.453059414	 5:.485714286	 6:.993592814	 7:.453005401	 8:.75	 9:3
1	 1:.047619048	 2:.028571429	 3:0	 4:.503483796	 5:.485714286	 6:.993592814	 7:.503483796	 8:0	 9:3
1	 1:.007246377	 2:.052631579	 3:0	 4:.0000099206	 5:.052631579	 6:.993592814	 7:.0000099206	 8:0	 9:7
2	 1:.073770492	 2:.473684211	 3:1	 4:.923832672	 5:.052631579	 6:.993592814	 7:.923774802	 8:.9	 9:7
1	 1:.028571429	 2:.052631579	 3:0	 4:.0000066138	 5:.052631579	 6:.993592814	 7:.0000066138	 8:0	 9:7
1	 1:.108108108	 2:.210526316	 3:0	 4:.377981151	 5:.052631579	 6:.993592814	 7:.37796627	 8:.636363636	 9:7
1	 1:.013605442	 2:.166666667	 3:0	 4:.787174273	 5:0	 6:0	 7:.787152778	 8:.8125	 9:7
2	 1:.129032258	 2:.666666667	 3:1	 4:.711263228	 5:0	 6:0	 7:.569803241	 8:.75	 9:7
1	 1:.1	 2:.105263158	 3:0	 4:.253695437	 5:.052631579	 6:.993592814	 7:.0000066138	 8:.714285714	 9:7
1	 1:.025641026	 2:.083333333	 3:0	 4:.824459325	 5:0	 6:0	 7:.824459325	 8:0	 9:7
1	 1:.285714286	 2:.285714286	 3:0	 4:.010613426	 5:0	 6:0	 7:.010582562	 8:.8	 9:3
1	 1:.007246377	 2:.142857143	 3:0	 4:.704737654	 5:0	 6:0	 7:.704737654	 8:.865671642	 9:3
1	 1:.025	 2:.166666667	 3:0	 4:.0000462963	 5:0	 6:0	 7:.0000462963	 8:.866666667	 9:5
1	 1:.013605442	 2:.333333333	 3:0	 4:.0000138889	 5:0	 6:0	 7:.0000069444	 8:.8125	 9:5
1	 1:.0625	 2:.071428571	 3:0	 4:.323419312	 5:0	 6:0	 7:.323419312	 8:0	 9:7
1	 1:.166666667	 2:.071428571	 3:0	 4:.414254299	 5:0	 6:0	 7:.414254299	 8:0	 9:7
1	 1:0	 2:.071428571	 3:0	 4:.814796627	 5:0	 6:0	 7:.814796627	 8:0	 9:7
1	 1:.2	 2:.071428571	 3:0	 4:.999839616	 5:0	 6:0	 7:.999839616	 8:0	 9:7
1	 1:.086956522	 2:.333333333	 3:0	 4:.747456019	 5:0	 6:0	 7:.007685185	 8:.882352941	 9:5
1	 1:.066666667	 2:.166666667	 3:0	 4:.238125	 5:0	 6:0	 7:.238125	 8:1	 9:5
1	 1:0	 2:.037037037	 3:0	 4:.0000694444	 5:.333333333	 6:0	 7:.0000694444	 8:0	 9:1
1	 1:.012987013	 2:.037037037	 3:0	 4:.0025	 5:.333333333	 6:0	 7:.0025	 8:0	 9:1
1	 1:.020408163	 2:.052631579	 3:0	 4:.000590278	 5:.052631579	 6:.993592814	 7:.000590278	 8:0	 9:7
1	 1:.333333333	 2:.052631579	 3:0	 4:.001412037	 5:.052631579	 6:.993592814	 7:.001412037	 8:0	 9:7
1	 1:.1	 2:.111111111	 3:0	 4:.152416667	 5:0	 6:0	 7:.152416667	 8:.6	 9:5
1	 1:.2	 2:.222222222	 3:0	 4:.115328704	 5:0	 6:0	 7:.115310185	 8:1	 9:5
1	 1:.071428571	 2:.047619048	 3:0	 4:.00583168	 5:.142857143	 6:0	 7:.00583168	 8:0	 9:7
2	 1:.24	 2:.666666667	 3:1	 4:.848115079	 5:0	 6:0	 7:.057733135	 8:1	 9:7
1	 1:.027027027	 2:.04	 3:0	 4:.66222608	 5:.28	 6:0	 7:.66222608	 8:0	 9:3
1	 1:.055555556	 2:.04	 3:0	 4:.967600309	 5:.28	 6:0	 7:.967600309	 8:0	 9:3
1	 1:.015384615	 2:.04	 3:0	 4:.65097608	 5:.28	 6:0	 7:.65097608	 8:0	 9:3
1	 1:.022727273	 2:.03030303	 3:0	 4:.967723214	 5:.454545455	 6:.993592814	 7:.967723214	 8:0	 9:7
2	 1:.018126888	 2:.181818182	 3:1	 4:.851506283	 5:.454545455	 6:.993592814	 7:.851473214	 8:.848214286	 9:7
1	 1:.066666667	 2:.142857143	 3:0	 4:.0000308642	 5:0	 6:0	 7:.0000308642	 8:.909090909	 9:3
1	 1:.027777778	 2:.142857143	 3:0	 4:.979618056	 5:0	 6:0	 7:.979618056	 8:1	 9:3
1	 1:.028571429	 2:.071428571	 3:0	 4:.5653125	 5:0	 6:0	 7:.5653125	 8:0	 9:7
1	 1:.018867925	 2:.071428571	 3:0	 4:.888313492	 5:0	 6:0	 7:.888313492	 8:0	 9:7
1	 1:.010416667	 2:.071428571	 3:0	 4:.918804564	 5:0	 6:0	 7:.918804564	 8:0	 9:7
1	 1:.028571429	 2:.016129032	 3:0	 4:.989826389	 5:.709677419	 6:.993592814	 7:.989826389	 8:0	 9:3
1	 1:.010638298	 2:.071428571	 3:0	 4:.104970238	 5:0	 6:0	 7:.104970238	 8:0	 9:7
1	 1:.25	 2:.034482759	 3:0	 4:.565752315	 5:.379310345	 6:.993592814	 7:.565752315	 8:0	 9:3
1	 1:.058823529	 2:.016129032	 3:0	 4:.969955357	 5:.709677419	 6:.993592814	 7:.969955357	 8:0	 9:7
1	 1:.090909091	 2:.016129032	 3:0	 4:.996392196	 5:.709677419	 6:.993592814	 7:.996392196	 8:0	 9:7
2	 1:.275	 2:.34375	 3:1	 4:.271466049	 5:.4375	 6:.967640476	 7:.271280864	 8:.866666667	 9:3
1	 1:.210526316	 2:.064516129	 3:0	 4:.473338294	 5:.709677419	 6:.993592814	 7:.417948082	 8:0	 9:7
1	 1:.076923077	 2:.032258065	 3:0	 4:.0000925926	 5:.709677419	 6:.993592814	 7:.0000777116	 8:0	 9:7
1	 1:.333333333	 2:.095238095	 3:0	 4:.332476852	 5:.142857143	 6:0	 7:.332411265	 8:0	 9:3
1	 1:.111111111	 2:.043478261	 3:0	 4:.31306713	 5:.217391304	 6:0	 7:.31306713	 8:0	 9:5
1	 1:.012987013	 2:.047619048	 3:0	 4:.808580247	 5:.142857143	 6:0	 7:.808580247	 8:0	 9:3
1	 1:.027027027	 2:.05	 3:0	 4:.984583333	 5:.1	 6:.993592814	 7:.984583333	 8:0	 9:1
1	 1:.3	 2:.157894737	 3:0	 4:.772693452	 5:.052631579	 6:0	 7:.772668651	 8:1	 9:7
1	 1:.625	 2:.25	 3:0	 4:.986967593	 5:.1	 6:.993592814	 7:.986967593	 8:1	 9:1
